"gene_id","SYMBOL","GENENAME","GeneType"
"105376812","LOC105376812","uncharacterized LOC105376812","ncRNA"
"101927876","LINC01654","long intergenic non-protein coding RNA 1654","ncRNA"
"84966","IGSF21","immunoglobin superfamily member 21","protein-coding"
"105376814","IGSF21-AS1","IGSF21 antisense RNA 1","ncRNA"
"127707","KLHDC7A","kelch domain containing 7A","protein-coding"
"5081","PAX7","paired box 7","protein-coding"
"80834","TAS1R2","taste 1 receptor member 2","protein-coding"
"8659","ALDH4A1","aldehyde dehydrogenase 4 family member A1","protein-coding"
"100616120","MIR4695","microRNA 4695","ncRNA"
"100302276","MIR1290","microRNA 1290","ncRNA"
"126917","IFFO2","intermediate filament family orphan 2","protein-coding"
"105376815","LOC105376815","uncharacterized LOC105376815","ncRNA"
"23352","UBR4","ubiquitin protein ligase E3 component n-recognin 4","protein-coding"
"101927895","EMC1-AS1","EMC1 antisense RNA 1","ncRNA"
"23065","EMC1","ER membrane protein complex subunit 1","protein-coding"
"51154","MRTO4","MRT4 homolog, ribosome maturation factor","protein-coding"
"246181","AKR7L","aldo-keto reductase family 7 like (gene/pseudogene)","protein-coding"
"22977","AKR7A3","aldo-keto reductase family 7 member A3","protein-coding"
"100506730","LOC100506730","uncharacterized LOC100506730","ncRNA"
"8574","AKR7A2","aldo-keto reductase family 7 member A2","protein-coding"
"54896","SLC66A1","solute carrier family 66 member 1","protein-coding"
"832","CAPZB","capping actin protein of muscle Z-line subunit beta","protein-coding"
"105376819","LOC105376819","uncharacterized LOC105376819","ncRNA"
"105376818","LOC105376818","uncharacterized LOC105376818","ncRNA"
"105376817","LOC105376817","uncharacterized LOC105376817","ncRNA"
"105378614","MICOS10-DT","MICOS10 divergent transcript","ncRNA"
"440574","MICOS10","mitochondrial contact site and cristae organizing system subunit 10","protein-coding"
"100532736","MICOS10-NBL1","MICOS10-NBL1 readthrough","protein-coding"
"644068","RPS14P3","ribosomal protein S14 pseudogene 3","pseudo"
"4681","NBL1","NBL1, DAN family BMP antagonist","protein-coding"
"3362","HTR6","5-hydroxytryptamine receptor 6","protein-coding"
"255104","TMCO4","transmembrane and coiled-coil domains 4","protein-coding"
"54546","RNF186","ring finger protein 186","protein-coding"
"105376823","LOC105376823","uncharacterized LOC105376823","ncRNA"
"23252","OTUD3","OTU deubiquitinase 3","protein-coding"
"30814","PLA2G2E","phospholipase A2 group IIE","protein-coding"
"5320","PLA2G2A","phospholipase A2 group IIA","protein-coding"
"5322","PLA2G5","phospholipase A2 group V","protein-coding"
"26279","PLA2G2D","phospholipase A2 group IID","protein-coding"
"64600","PLA2G2F","phospholipase A2 group IIF","protein-coding"
"391013","PLA2G2C","phospholipase A2 group IIC","protein-coding"
"127733","UBXN10","UBX domain protein 10","protein-coding"
"101928017","UBXN10-AS1","replaced by ID 391013",""
"105376825","LOC105376825","uncharacterized LOC105376825","ncRNA"
"105376826","LOC105376826","uncharacterized LOC105376826","ncRNA"
"105376827","LINC01757","long intergenic non-protein coding RNA 1757","ncRNA"
"105376828","LOC105376828","uncharacterized LOC105376828","ncRNA"
"127731","VWA5B1","von Willebrand factor A domain containing 5B1","protein-coding"
"339505","LINC01141","long intergenic non-protein coding RNA 1141","ncRNA"
"55450","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1","protein-coding"
"79594","MUL1","mitochondrial E3 ubiquitin protein ligase 1","protein-coding"
"163933","FAM43B","family with sequence similarity 43 member B","protein-coding"
"978","CDA","cytidine deaminase","protein-coding"
"65018","PINK1","PTEN induced kinase 1","protein-coding"
"102464833","MIR6084","microRNA 6084","ncRNA"
"100861548","PINK1-AS","PINK1 antisense RNA","ncRNA"
"1650","DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit","protein-coding"
"57576","KIF17","kinesin family member 17","protein-coding"
"400745","SH2D5","SH2 domain containing 5","protein-coding"
"112268222","LOC112268222","",""
"50809","HP1BP3","heterochromatin protein 1 binding protein 3","protein-coding"
"8672","EIF4G3","eukaryotic translation initiation factor 4 gamma 3","protein-coding"
"105376830","LOC105376830","uncharacterized LOC105376830","ncRNA"
"105376829","LOC105376829","uncharacterized LOC105376829","ncRNA"
"100302155","MIR1256","microRNA 1256","ncRNA"
"1889","ECE1","endothelin converting enzyme 1","protein-coding"
"100506801","ECE1-AS1","ECE1 antisense RNA 1","ncRNA"
"105376832","LOC105376832","uncharacterized LOC105376832","ncRNA"
"84224","NBPF3","NBPF member 3","protein-coding"
"249","ALPL","alkaline phosphatase, biomineralization associated","protein-coding"
"105376834","LINC02596","long intergenic non-protein coding RNA 2596","ncRNA"
"5909","RAP1GAP","RAP1 GTPase activating protein","protein-coding"
"84196","USP48","ubiquitin specific peptidase 48","protein-coding"
"401944","LDLRAD2","low density lipoprotein receptor class A domain containing 2","protein-coding"
"3339","HSPG2","heparan sulfate proteoglycan 2","protein-coding"
"23436","CELA3B","chymotrypsin like elastase 3B","protein-coding"
"10136","CELA3A","chymotrypsin like elastase 3A","protein-coding"
"101928043","LINC01635","long intergenic non-protein coding RNA 1635","ncRNA"
"29092","LINC00339","long intergenic non-protein coding RNA 339","ncRNA"
"112268223","CDC42-AS1","CDC42 antisense RNA 1","ncRNA"
"998","CDC42","cell division cycle 42","protein-coding"
"54361","WNT4","Wnt family member 4","protein-coding"
"105376845","LOC105376845","uncharacterized LOC105376845","ncRNA"
"105376850","LOC105376850","uncharacterized LOC105376850","ncRNA"
"107985377","LOC107985377","uncharacterized LOC107985377","ncRNA"
"100616433","MIR4418","microRNA 4418","ncRNA"
"105376856","LOC105376856","uncharacterized LOC105376856","ncRNA"
"9923","ZBTB40","zinc finger and BTB domain containing 40","protein-coding"
"2046","EPHA8","EPH receptor A8","protein-coding"
"102466615","MIR6127","microRNA 6127","ncRNA"
"712","C1QA","complement C1q A chain","protein-coding"
"714","C1QC","complement C1q C chain","protein-coding"
"713","C1QB","complement C1q B chain","protein-coding"
"2048","EPHB2","EPH receptor B2","protein-coding"
"100616391","MIR4684","microRNA 4684","ncRNA"
"100422914","MIR4253","microRNA 4253","ncRNA"
"646262","LACTBL1","lactamase beta like 1","protein-coding"
"729059","TEX46","testis expressed 46","protein-coding"
"23028","KDM1A","lysine demethylase 1A","protein-coding"
"100422866","MIR3115","microRNA 3115","ncRNA"
"7798","LUZP1","leucine zipper protein 1","protein-coding"
"3352","HTR1D","5-hydroxytryptamine receptor 1D","protein-coding"
"100996511","LINC01355","long intergenic non-protein coding RNA 1355","ncRNA"
"10236","HNRNPR","heterogeneous nuclear ribonucleoprotein R","protein-coding"
"80818","ZNF436","zinc finger protein 436","protein-coding"
"148898","ZNF436-AS1","ZNF436 antisense RNA 1","ncRNA"
"6920","TCEA3","transcription elongation factor A3","protein-coding"
"55616","ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3","protein-coding"
"1870","E2F2","E2F transcription factor 2","protein-coding"
"101928163","LOC101928163","uncharacterized LOC101928163","ncRNA"
"105376859","LOC105376859","uncharacterized LOC105376859","ncRNA"
"3399","ID3","inhibitor of DNA binding 3","protein-coding"
"107984928","LOC107984928","uncharacterized LOC107984928","ncRNA"
"259283","MDS2","myelodysplastic syndrome 2 translocation associated","ncRNA"
"6135","RPL11","ribosomal protein L11","protein-coding"
"6924","ELOA","elongin A","protein-coding"
"100506963","ELOA-AS1","ELOA antisense RNA 1","ncRNA"
"57095","PITHD1","PITH domain containing 1","protein-coding"
"105376860","LOC105376860","uncharacterized LOC105376860","ncRNA"
"11313","LYPLA2","lysophospholipase 2","protein-coding"
"2582","GALE","UDP-galactose-4-epimerase","protein-coding"
"3155","HMGCL","3-hydroxy-3-methylglutaryl-CoA lyase","protein-coding"
"105376861","LOC105376861","uncharacterized LOC105376861","ncRNA"
"2517","FUCA1","alpha-L-fucosidase 1","protein-coding"
"1269","CNR2","cannabinoid receptor 2","protein-coding"
"107984929","LOC107984929","",""
"100616492","MIR378F","microRNA 378f","ncRNA"
"55629","PNRC2","proline rich nuclear receptor coactivator 2","protein-coding"
"10772","SRSF10","serine and arginine rich splicing factor 10","protein-coding"
"105378615","LOC105378615","uncharacterized LOC105378615","ncRNA"
"105376863","LOC105376863","uncharacterized LOC105376863","ncRNA"
"107984931","LOC107984931","uncharacterized LOC107984931","ncRNA"
"127294","MYOM3","myomesin 3","protein-coding"
"107985737","MYOM3-AS1","MYOM3 antisense RNA 1","ncRNA"
"105376864","LOC105376864","uncharacterized LOC105376864","ncRNA"
"58985","IL22RA1","interleukin 22 receptor subunit alpha 1","protein-coding"
"163702","IFNLR1","interferon lambda receptor 1","protein-coding"
"284632","LINC02800","long intergenic non-protein coding RNA 2800","ncRNA"
"105376871","GRHL3-AS1","GRHL3 antisense RNA 1","ncRNA"
"57822","GRHL3","grainyhead like transcription factor 3","protein-coding"
"90529","STPG1","sperm tail PG-rich repeat containing 1","protein-coding"
"57185","NIPAL3","NIPA like domain containing 3","protein-coding"
"100750325","RCAN3AS","RCAN3 antisense RNA","ncRNA"
"11123","RCAN3","RCAN family member 3","protein-coding"
"100506985","NCMAP-DT","NCMAP divergent transcript","ncRNA"
"400746","NCMAP","non-compact myelin associated protein","protein-coding"
"10250","SRRM1","serine and arginine repetitive matrix 1","protein-coding"
"25932","CLIC4","chloride intracellular channel 4","protein-coding"
"105376876","LOC105376876","uncharacterized LOC105376876","ncRNA"
"864","RUNX3","RUNX family transcription factor 3","protein-coding"
"102465437","MIR6731","microRNA 6731","ncRNA"
"107984932","LOC107984932","",""
"105376878","RUNX3-AS1","RUNX3 antisense RNA 1","ncRNA"
"100616365","MIR4425","microRNA 4425","ncRNA"
"105376879","LINC02793","long intergenic non-protein coding RNA 2793","ncRNA"
"25949","SYF2","SYF2 pre-mRNA splicing factor","protein-coding"
"57035","RSRP1","arginine and serine rich protein 1","protein-coding"
"105376882","LOC105376882","uncharacterized LOC105376882","ncRNA"
"6007","RHD","Rh blood group D antigen","protein-coding"
"23585","TMEM50A","transmembrane protein 50A","protein-coding"
"6006","RHCE","Rh blood group CcEe antigens","protein-coding"
"55219","MACO1","macoilin 1","protein-coding"
"26119","LDLRAP1","low density lipoprotein receptor adaptor protein 1","protein-coding"
"57134","MAN1C1","mannosidase alpha class 1C member 1","protein-coding"
"57190","SELENON","selenoprotein N","protein-coding"
"56181","MTFR1L","mitochondrial fission regulator 1 like","protein-coding"
"646471","LOC646471","uncharacterized LOC646471","ncRNA"
"79000","AUNIP","aurora kinase A and ninein interacting protein","protein-coding"
"164091","PAQR7","progestin and adipoQ receptor family member 7","protein-coding"
"3925","STMN1","stathmin 1","protein-coding"
"100500808","MIR3917","microRNA 3917","ncRNA"
"105376885","LOC105376885","uncharacterized LOC105376885","ncRNA"
"5051","PAFAH2","platelet activating factor acetylhydrolase 2","protein-coding"
"101928216","LOC101928216","",""
"2134","EXTL1","exostosin like glycosyltransferase 1","protein-coding"
"7780","SLC30A2","solute carrier family 30 member 2","protein-coding"
"105376910","LOC105376910","uncharacterized LOC105376910","ncRNA"
"84676","TRIM63","tripartite motif containing 63","protein-coding"
"149420","PDIK1L","PDLIM1 interacting kinase 1 like","protein-coding"
"105376886","LOC105376886","",""
"79927","FAM110D","family with sequence similarity 110 member D","protein-coding"
"110806296","C1orf232","chromosome 1 open reading frame 230","protein-coding"
"51042","ZNF593","zinc finger protein 593","protein-coding"
"10256","CNKSR1","connector enhancer of kinase suppressor of Ras 1","protein-coding"
"378807","CATSPER4","cation channel sperm associated 4","protein-coding"
"101928303","ZPLD2P","zona pellucida like domain containing 2, pseudogene","ncRNA"
"64793","CEP85","centrosomal protein 85","protein-coding"
"83442","SH3BGRL3","SH3 domain binding glutamate rich protein like 3","protein-coding"
"91544","UBXN11","UBX domain protein 11","protein-coding"
"1043","CD52","CD52 molecule","protein-coding"
"55057","CRYBG2","crystallin beta-gamma domain containing 2","protein-coding"
"257101","ZNF683","zinc finger protein 683","protein-coding"
"79727","LIN28A","lin-28 homolog A","protein-coding"
"79947","DHDDS","dehydrodolichyl diphosphate synthase subunit","protein-coding"
"101928324","DHDDS-AS1","DHDDS antisense RNA 1","ncRNA"
"3151","HMGN2","high mobility group nucleosomal binding domain 2","protein-coding"
"6195","RPS6KA1","ribosomal protein S6 kinase A1","protein-coding"
"100302190","MIR1976","microRNA 1976","ncRNA"
"105376888","LOC105376888","uncharacterized LOC105376888","ncRNA"
"101928728","LOC101928728","uncharacterized LOC101928728","ncRNA"
"8289","ARID1A","AT-rich interaction domain 1A","protein-coding"
"55650","PIGV","phosphatidylinositol glycan anchor biosynthesis class V","protein-coding"
"84243","ZDHHC18","zinc finger DHHC-type palmitoyltransferase 18","protein-coding"
"2810","SFN","stratifin","protein-coding"
"54707","GPN2","GPN-loop GTPase 2","protein-coding"
"63906","GPATCH3","G-patch domain containing 3","protein-coding"
"10726","NUDC","nuclear distribution C, dynein complex regulator","protein-coding"
"8431","NR0B2","nuclear receptor subfamily 0 group B member 2","protein-coding"
"126695","KDF1","keratinocyte differentiation factor 1","protein-coding"
"388610","TRNP1","TMF1 regulated nuclear protein 1","protein-coding"
"115572","TENT5B","terminal nucleotidyltransferase 5B","protein-coding"
"101928391","LOC101928391","uncharacterized LOC101928391","ncRNA"
"6548","SLC9A1","solute carrier family 9 member A1","protein-coding"
"102723760","LOC102723760","uncharacterized LOC102723760","ncRNA"
"105376890","WDTC1-DT","WDTC1 divergent transcript","ncRNA"
"23038","WDTC1","WD and tetratricopeptide repeats 1","protein-coding"
"84065","TMEM222","transmembrane protein 222","protein-coding"
"644961","ACTG1P20","actin gamma 1 pseudogene 20","pseudo"
"84958","SYTL1","synaptotagmin like 1","protein-coding"
"9064","MAP3K6","mitogen-activated protein kinase kinase kinase 6","protein-coding"
"8547","FCN3","ficolin 3","protein-coding"
"388611","CD164L2","CD164 molecule like 2","protein-coding"
"2827","GPR3","G protein-coupled receptor 3","protein-coding"
"10163","WASF2","WASP family member 2","protein-coding"
"105376892","LOC105376892","uncharacterized LOC105376892","ncRNA"
"27245","AHDC1","AT-hook DNA binding motif containing 1","protein-coding"
"2268","FGR","FGR proto-oncogene, Src family tyrosine kinase","protein-coding"
"111216282","LINC02574","long intergenic non-protein coding RNA 2574","ncRNA"
"2537","IFI6","interferon alpha inducible protein 6","protein-coding"
"199870","FAM76A","family with sequence similarity 76 member A","protein-coding"
"23673","STX12","syntaxin 12","protein-coding"
"5511","PPP1R8","protein phosphatase 1 regulatory subunit 8","protein-coding"
"677774","SCARNA1","small Cajal body-specific RNA 1","ncRNA"
"9473","THEMIS2","thymocyte selection associated family member 2","protein-coding"
"6118","RPA2","replication protein A2","protein-coding"
"27293","SMPDL3B","sphingomyelin phosphodiesterase acid like 3B","protein-coding"
"55113","XKR8","XK related 8","protein-coding"
"2140","EYA3","EYA transcriptional coactivator and phosphatase 3","protein-coding"
"5724","PTAFR","platelet activating factor receptor","protein-coding"
"22826","DNAJC8","DnaJ heat shock protein family (Hsp40) member C8","protein-coding"
"93974","ATP5IF1","ATP synthase inhibitory factor subunit 1","protein-coding"
"83667","SESN2","sestrin 2","protein-coding"
"54797","MED18","mediator complex subunit 18","protein-coding"
"65979","PHACTR4","phosphatase and actin regulator 4","protein-coding"
"1104","RCC1","regulator of chromosome condensation 1","protein-coding"
"8420","SNHG3","small nucleolar RNA host gene 3","ncRNA"
"6080","SNORA73A","small nucleolar RNA, H/ACA box 73A","snoRNA"
"26768","SNORA73B","small nucleolar RNA, H/ACA box 73B","snoRNA"
"54952","TRNAU1AP","tRNA selenocysteine 1 associated protein 1","protein-coding"
"85028","SNHG12","small nucleolar RNA host gene 12","ncRNA"
